urban,sub_district,city,postal_code,province_code
ALONG JAYA,SALANG,SIMEULUE,23893,11
ALUE (MEUNASAH ALUE),TANAH PASIR,ACEH UTARA,24391,11
ALUE ABEE,LHOKSUKON,ACEH UTARA,24382,11
ALUE ABET,KEUDE PANGA,ACEH JAYA,23653,11
ALUE ADAN,MUTIARA TIMUR,PIDIE,24173,11
ALUE AMBANG,TEUNOM,ACEH JAYA,23653,11
ALUE ANOU BARAT,BAKTIYA,ACEH UTARA,24392,11
ALUE ANOU TIMU,BAKTIYA,ACEH UTARA,24392,11
ALUE AWE,GEUREDONG PASE,ACEH UTARA,24373,11
ALUE AWE,MUARA DUA,LHOKSEUMAWE,24352,11
ALUE BADEE,SIMPANG KRAMAT (KERAMAT),ACEH UTARA,24313,11
ALUE BAGOK,ARONGAN LAMBALEK,ACEH BARAT,23652,11
ALUE BAKONG,BUBON,ACEH BARAT,23652,11
ALUE BARAT,SAMALANGA,BIREUEN,24264,11
ALUE BARO,MEUKEK,ACEH SELATAN,23754,11
ALUE BAROH,SEUNUDDON (SEUNUDON),ACEH UTARA,24393,11
ALUE BATA,TADU RAYA,NAGAN RAYA,23661,11
ALUE BATEE,ARONGAN LAMBALEK,ACEH BARAT,23652,11
ALUE BATEE,PEUDAWA,ACEH TIMUR,24454,11
ALUE BATEE,RANTO PEUREULAK,ACEH TIMUR,24453,11
ALUE BATEUNG BROK,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE BAYEU UTANG,JANGKA,BIREUEN,24261,11
ALUE BERAWE,LANGSA KOTA,LANGSA,24410,11
ALUE BIE PUSONG,JANGKA,BIREUEN,24261,11
ALUE BIENG,PAYA BAKONG,ACEH UTARA,24386,11
ALUE BILI GEULUMPANG,BAKTIYA,ACEH UTARA,24392,11
ALUE BILI RAYEUK,BAKTIYA,ACEH UTARA,24392,11
ALUE BILI,NISAM,ACEH UTARA,24376,11
ALUE BILIE,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE BILIE,WOYLA TIMUR,ACEH BARAT,23682,11
ALUE BLANG,WOYLA,ACEH BARAT,23654,11
ALUE BU ALUE LHOK,PEUREULAK TIMUR,ACEH TIMUR,24453,11
ALUE BU ALUE NIREH,PEUREULAK TIMUR,ACEH TIMUR,24453,11
ALUE BU JALAN BAROH,PEUREULAK BARAT,ACEH TIMUR,24453,11
ALUE BU JALAN,PEUREULAK BARAT,ACEH TIMUR,24453,11
ALUE BU TUHA,PEUREULAK BARAT,ACEH TIMUR,24453,11
ALUE BU TUNONG,PEUREULAK BARAT,ACEH TIMUR,24453,11
ALUE BUGENG,PEUREULAK TIMUR,ACEH TIMUR,24453,11
ALUE BUKET,LHOKSUKON,ACEH UTARA,24382,11
ALUE BULOH DUA,SIMPANG ULIM,ACEH TIMUR,24458,11
ALUE BULOH SATU,SIMPANG ULIM,ACEH TIMUR,24458,11
ALUE BULOH,SEUNAGAN,NAGAN RAYA,23671,11
ALUE BULOH / BALOH,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE BUMAN,NIBONG,ACEH UTARA,24385,11
ALUE BUNGKOH,PIRAK TIMUR,ACEH UTARA,24386,11
ALUE BUYA PASI,JANGKA,BIREUEN,24261,11
ALUE BUYA,BAKTIYA,ACEH UTARA,24392,11
ALUE BUYA,JANGKA,BIREUEN,24261,11
ALUE CALONG,TANGSE,PIDIE,24166,11
ALUE CAMPLI,SEUNUDDON (SEUNUDON),ACEH UTARA,24393,11
ALUE CANANG,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE CANTEK,BENDAHARA,ACEH TAMIANG,24472,11
ALUE CEK DOI,JULOK,ACEH TIMUR,24457,11
ALUE DALAM,DARUL AMAN,ACEH TIMUR,24455,11
ALUE DAMA,BAKTIYA,ACEH UTARA,24392,11
ALUE DAMA,SETIA,ACEH BARAT DAYA,23763,11
ALUE DEAH TEUNGOH (ALUE DEYAH TENGOH),MEURAXA,BANDA ACEH,23232,11
ALUE DODOK,SEUNAGAN,NAGAN RAYA,23671,11
ALUE DRIEN LS,COT GIREK,ACEH UTARA,24352,11
ALUE DRIEN,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE DUA BAKARAN BATE,LANGSA BARO,LANGSA,24415,11
ALUE DUA MUKA O,IDI RAYEUK,ACEH TIMUR,24454,11
ALUE DUA MUKA S,IDI RAYEUK,ACEH TIMUR,24454,11
ALUE DUA PAYA GAJAH,PEUREULAK,ACEH TIMUR,24453,11
ALUE DUA,LANGKAHAN,ACEH UTARA,24394,11
ALUE DUA,LANGSA BARO,LANGSA,24415,11
ALUE DUA,MAKMUR,BIREUEN,24357,11
ALUE DUA,RANTO PEUREULAK,ACEH TIMUR,24453,11
ALUE EMPEUK,WOYLA TIMUR,ACEH BARAT,23682,11
ALUE ENTOK,MATANGKULI,ACEH UTARA,24386,11
ALUE EUMPOK,LHOKSUKON,ACEH UTARA,24382,11
ALUE GADENG DUA,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE GADENG SATU,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE GADENG,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE GADENG,DARUL AMAN,ACEH TIMUR,24455,11
ALUE GAJAH,DARUL HIKMAH,ACEH JAYA,23656,11
ALUE GAJAH,SUKA MAKMUE,NAGAN RAYA,23671,11
ALUE GAJAH,TADU RAYA,NAGAN RAYA,23661,11
ALUE GAMPONG,TANAH LUAS,ACEH UTARA,24385,11
ALUE GANDAI,PEUDADA,BIREUEN,24262,11
ALUE GEUDONG,BAKTIYA,ACEH UTARA,24392,11
ALUE GEUNTENG,RANTO PEUREULAK,ACEH TIMUR,24453,11
ALUE GEUTAH,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE GINTONG,SEULIMEUM,ACEH BESAR,23951,11
ALUE GLUMPANG BA,PEUSANGAN,BIREUEN,24261,11
ALUE GLUMPANG SBL.K,PEUSANGAN SIBLAH KRUENG,BIREUEN,24261,11
ALUE GRO,SAMPOINIET,ACEH JAYA,23656,11
ALUE GUNTO,SYAMTALIRA ARON,ACEH UTARA,24381,11
ALUE GUREP,PEUREULAK TIMUR,ACEH TIMUR,24453,11
ALUE IE ITAM,INDRA MAKMUR,ACEH TIMUR,24457,11
ALUE IE ITAM,PEUDAWA,ACEH TIMUR,24454,11
ALUE IE MAMEH,KUALA,NAGAN RAYA,23661,11
ALUE IE MIRAH,INDRA MAKMUR,ACEH TIMUR,24457,11
ALUE IE MIRAH,NIBONG,ACEH UTARA,24385,11
ALUE IE MIRAH,PANTE BIDARI (BEUDARI),ACEH TIMUR,24458,11
ALUE IE MIRAH,TANAH JAMBO AYE,ACEH UTARA,24394,11
ALUE IE PUTEH,MANYAK PAYED,ACEH TAMIANG,24471,11
ALUE IE TAREK,BAKTIYA,ACEH UTARA,24392,11
ALUE IET,PEUSANGAN SIBLAH KRUENG,BIREUEN,24261,11
ALUE IGEUEH,PANDRAH,BIREUEN,24263,11
ALUE ITAM BAROH,LHOKSUKON,ACEH UTARA,24382,11
ALUE ITAM REUDEUP,LHOKSUKON,ACEH UTARA,24382,11
ALUE ITAM,SUNGAI RAYA,ACEH TIMUR,24458,11
ALUE JAMBOK,BAKTIYA,ACEH UTARA,24392,11
ALUE JAMPAK,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE JANG,PASIE RAYA,ACEH JAYA,23653,11
ALUE JANGAT,DARUL IKSAN (IHSAN),ACEH TIMUR,24455,11
ALUE JEUREUJAK (JERJAK),BABAH ROT,ACEH BARAT DAYA,23767,11
ALUE KAMBUK / KAMBUEK,SUKA MAKMUE,NAGAN RAYA,23671,11
ALUE KAUL / KAOL,RANTAU SELAMAT,ACEH TIMUR,24452,11
ALUE KEUJRUEN,TANAH LUAS,ACEH UTARA,24385,11
ALUE KEUMANG,PANTE CEUREUMEN (PANTAI CEUREMEN),ACEH BARAT,23681,11
ALUE KEUMIKI,ULIM,PIDIE JAYA,24187,11
ALUE KEUMUNENG,WOYLA BARAT,ACEH BARAT,23682,11
ALUE KEUPULA (KUPULA),PEUSANGAN SIBLAH KRUENG,BIREUEN,24261,11
ALUE KEUREUNYAI,BANDA BARO,ACEH UTARA,24376,11
ALUE KEUTAPANG,BAKTIYA,ACEH UTARA,24392,11
ALUE KEUTAPANG,BANDAR DUA,PIDIE JAYA,24188,11
ALUE KEUTAPANG,PEUDADA,BIREUEN,24262,11
ALUE KIRAN,SEUNUDDON (SEUNUDON),ACEH UTARA,24393,11
ALUE KRAK KAYEE,LANGKAHAN,ACEH UTARA,24394,11
ALUE KRUEB,PEUSANGAN SIBLAH KRUENG,BIREUEN,24261,11
ALUE KRUENG,PASIE RAYA,ACEH JAYA,23653,11
ALUE KUMBA,RANTAU SELAMAT,ACEH TIMUR,24452,11
ALUE KUMBANG A,IDI TUNONG,ACEH TIMUR,24454,11
ALUE KUMBANG M,IDI TUNONG,ACEH TIMUR,24454,11
ALUE KUTA,JANGKA,BIREUEN,24261,11
ALUE KUYUEN,WOYLA TIMUR,ACEH BARAT,23682,11
ALUE KUYUN,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE LABUE,TADU RAYA,NAGAN RAYA,23661,11
ALUE LADA,BATEE,PIDIE,24152,11
ALUE LAMSABA,JEUNIEB,BIREUEN,24263,11
ALUE LEUHOB,COT GIREK,ACEH UTARA,24352,11
ALUE LEUHOB,SIMPANG MAMPLAM,BIREUEN,24251,11
ALUE LEUHOB,WOYLA BARAT,ACEH BARAT,23682,11
ALUE LHEE,KAWAY XVI,ACEH BARAT,23681,11
ALUE LHOK,BUBON,ACEH BARAT,23652,11
ALUE LHOK,IDI TUNONG,ACEH TIMUR,24454,11
ALUE LHOK,KAWAY XVI,ACEH BARAT,23681,11
ALUE LIM,BLANG MANGAT,LHOKSEUMAWE,24375,11
ALUE LIMENG,JEUMPA,BIREUEN,24251,11
ALUE MAJRON,SYAMTALIRA BAYU,ACEH UTARA,24373,11
ALUE MANGGOTA (ALUM ANGGOTA),BLANG PIDIE,ACEH BARAT DAYA,23764,11
ALUE MANGKI,GANDA PURA,BIREUEN,24356,11
ALUE ME,BANDAR DUA,PIDIE JAYA,24188,11
ALUE MERBAU,LANGSA TIMUR,LANGSA,24411,11
ALUE MEUDEM (MUDEM),LHOKSUKON,ACEH UTARA,24382,11
ALUE MEUGANDA,WOYLA TIMUR,ACEH BARAT,23682,11
ALUE MEURAKSA  /  MEURASA,TEUNOM,ACEH JAYA,23653,11
ALUE MEUTUAH,MEUKEK,ACEH SELATAN,23754,11
ALUE MIE,INDRA JAYA,ACEH JAYA,23657,11
ALUE MULIENG,SIMPANG ULIM,ACEH TIMUR,24458,11
ALUE NAGA,SYIAH KUALA,BANDA ACEH,23116,11
ALUE NGOM,NIBONG,ACEH UTARA,24385,11
ALUE NIBONG,PEUREULAK,ACEH TIMUR,24453,11
ALUE NYAMUK,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE ON,KAWAY XVI,ACEH BARAT,23681,11
ALUE PADEE,KUALA BATEE,ACEH BARAT DAYA,23766,11
ALUE PANAH,NIBONG,ACEH UTARA,24385,11
ALUE PANDE,KEUDE PANGA,ACEH JAYA,23653,11
ALUE PANGKAT,TANAH LUAS,ACEH UTARA,24385,11
ALUE PANYANG,WOYLA,ACEH BARAT,23654,11
ALUE PAPEUN,TANAH JAMBO AYE,ACEH UTARA,24394,11
ALUE PATONG,INDRA MAKMUR,ACEH TIMUR,24457,11
ALUE PERMAN,WOYLA BARAT,ACEH BARAT,23682,11
ALUE PEUDEUNG,KAWAY XVI,ACEH BARAT,23681,11
ALUE PEUNAWA,BABAH ROT,ACEH BARAT DAYA,23767,11
ALUE PEUNO,PEUSANGAN,BIREUEN,24261,11
ALUE PEUSAJA,SUKA MAKMUE,NAGAN RAYA,23671,11
ALUE PINEUNG TIMUE,LANGSA TIMUR,LANGSA,24411,11
ALUE PINEUNG,LANGSA TIMUR,LANGSA,24411,11
ALUE PISANG,KUALA BATEE,ACEH BARAT DAYA,23766,11
ALUE PUNTI,PASIE RAYA,ACEH JAYA,23653,11
ALUE PUNTI,RANTAU SELAMAT,ACEH TIMUR,24452,11
ALUE RAMBE,KUTA MAKMUR,ACEH UTARA,24371,11
ALUE RAMBONG,BAKTIYA,ACEH UTARA,24392,11
ALUE RAMBONG,PEUREULAK,ACEH TIMUR,24453,11
ALUE RAMBOT,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE RAMBOT,JEUMPA,ACEH BARAT DAYA,23764,11
ALUE RAMBOT,MANGGENG,ACEH BARAT DAYA,23762,11
ALUE RANGAN,SUNGAI RAYA,ACEH TIMUR,24458,11
ALUE RAYA,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE RAYA,KEUDE PANGA,ACEH JAYA,23653,11
ALUE RAYA,PULO ACEH,ACEH BESAR,23391,11
ALUE RAYA,RANTAU SELAMAT,ACEH TIMUR,24452,11
ALUE RAYA,SAMATIGA,ACEH BARAT,23652,11
ALUE RAYEUK,JAYA,ACEH JAYA,23657,11
ALUE REUYEUENG (RIYEUNG),PULO ACEH,ACEH BESAR,23391,11
ALUE RIMEI,PIRAK TIMUR,ACEH UTARA,24386,11
ALUE RINDANG,SEULIMEUM,ACEH BESAR,23951,11
ALUE SANE,BANDAR DUA,PIDIE JAYA,24188,11
ALUE SENTANG,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE SENTANG,MANYAK PAYED,ACEH TAMIANG,24471,11
ALUE SEPENG (SEUPEUNG),TADU RAYA,NAGAN RAYA,23661,11
ALUE SERDANG,BAKTIYA,ACEH UTARA,24392,11
ALUE SEULEUMAK,RANTAU SELAMAT,ACEH TIMUR,24452,11
ALUE SEUMAMBU,COT GIREK,ACEH UTARA,24352,11
ALUE SEURALEN,WOYLA TIMUR,ACEH BARAT,23682,11
ALUE SEUTUI,JEUNIEB,BIREUEN,24263,11
ALUE SIJUEK,PEUDADA,BIREUEN,24262,11
ALUE SIJUEK,TANAH LUAS,ACEH UTARA,24385,11
ALUE SIKAYA,WOYLA,ACEH BARAT,23654,11
ALUE SIRON,TADU RAYA,NAGAN RAYA,23661,11
ALUE SIWAH SERDANG,NURUSSALAM,ACEH TIMUR,24456,11
ALUE SIWAH,DARUL FALAH,ACEH TIMUR,24454,11
ALUE SUNDAK,ARONGAN LAMBALEK,ACEH BARAT,23652,11
ALUE SUNDAK,WOYLA,ACEH BARAT,23654,11
ALUE SUNGAI PINANG,JEUMPA,ACEH BARAT DAYA,23764,11
ALUE TAMPAK,KAWAY XVI,ACEH BARAT,23681,11
ALUE TEH,BIREM BAYEUN,ACEH TIMUR,24452,11
ALUE TEUNGOH,KEUDE PANGA,ACEH JAYA,23653,11
ALUE THO,KRUENG SABEE,ACEH JAYA,23654,11
ALUE THO,MATANGKULI,ACEH UTARA,24386,11
ALUE THO,PEUREULAK TIMUR,ACEH TIMUR,24453,11
ALUE THO,SEUNAGAN,NAGAN RAYA,23671,11
ALUE TUWI,RANTAU SELAMAT,ACEH TIMUR,24452,11
ALUE UDEP,RANTO PEUREULAK,ACEH TIMUR,24453,11
ALUE UDEUNG,PEUSANGAN,BIREUEN,24261,11
ALUE UNOU / UNOE,JULI,BIREUEN,24251,11
ALUE WAKI,DARUL MAKMUR,NAGAN RAYA,23662,11
ALUE,BANDAR BARU,PIDIE JAYA,24184,11
ALUE,MANTASIEK (MONTASIK),ACEH BESAR,23362,11
ALUE,PIDIE,PIDIE,24151,11
ALUE,TITEUE,PIDIE,24165,11
ALUKH BAKHU,BABUL RAHMAH,ACEH TENGGARA,24673,11
ALUKH NANGKE,TANAH ALAS,ACEH TENGGARA,24661,11
ALUR ALIM,SERUWAY,ACEH TAMIANG,24473,11
ALUR BANING,BABUL RAHMAH,ACEH TENGGARA,24673,11
ALUR BAUNG,KARANG BARU,ACEH TAMIANG,24476,11
ALUR BEMBAN,KARANG BARU,ACEH TAMIANG,24476,11
ALUR BUJOK,TRUMON TIMUR,ACEH SELATAN,23774,11
ALUR BULUH (KUTA BULUH),BUKIT TUSAM,ACEH TENGGARA,24671,11
ALUR CUCUR,RANTAU,ACEH TAMIANG,24474,11
ALUR DUA MAS,KOTA BAHAGIA,ACEH SELATAN,23773,11
ALUR JAMBU,BANDAR PUSAKA,ACEH TAMIANG,24478,11
ALUR KEUJRUN,KLUET TENGAH,ACEH SELATAN,23772,11
ALUR LANGSAT,TANAH ALAS,ACEH TENGGARA,24661,11
ALUR LHOK,DARUL AMAN,ACEH TIMUR,24455,11
ALUR LHOK,KARANG BARU,ACEH TAMIANG,24476,11
ALUR LINCI,SURO MAKMUR,ACEH SINGKIL,24784,11
ALUR LUDIN I (SATU,DARUL AMAN,ACEH TIMUR,24455,11
ALUR LUDIN II (DUA),DARUL AMAN,ACEH TIMUR,24455,11
ALUR MANIS,RANTAU,ACEH TAMIANG,24474,11
ALUR MAS,KLUET UTARA,ACEH SELATAN,23771,11
ALUR MERBO,DARUL AMAN,ACEH TIMUR,24455,11
ALUR NUNANG (MUNANG),BANDA MULIA,ACEH TAMIANG,24472,11
ALUR PINANG,SAMA DUA,ACEH SELATAN,23752,11
ALUR SELALAS,KARANG BARU,ACEH TAMIANG,24476,11
ALUR SELEBU,KEJURUAN MUDA,ACEH TAMIANG,24477,11
ALUR SIMERAH,SAMA DUA,ACEH SELATAN,23752,11
ALUR TANI I,TAMIANG HULU,ACEH TAMIANG,24478,11
ALUR TANI II,TAMIANG HULU,ACEH TAMIANG,24478,11
ALUS ALUS,TEUPAH SELATAN,SIMEULUE,23891,11
AMABAAN,SIMEULEU BARAT,SIMEULUE,23892,11
AMAITENG MULIA,SIMEULEU TIMUR,SIMEULUE,23891,11
AMALIAH,BUKIT TUSAM,ACEH TENGGARA,24671,11
AMARABU,SIMEULUE CUT,SIMEULUE,23894,11
AMERIA BAHAGIA,SIMEULEU TIMUR,SIMEULUE,23891,11
AMOR,MESIDAH,BENER MERIAH,24582,11
AMPA KOLAK,RIKIT GAIB,GAYO LUES,24654,11
AMPERA,BAMBEL,ACEH TENGGARA,24671,11
AMUT MESJID,GLUMPANG TIGA (GEULUMPANG TIGA),PIDIE,24183,11
ANA AO,TEUPAH SELATAN,SIMEULUE,23891,11
ANAK REJE,BLANG PEGAYON,GAYO LUES,24653,11
ANEUK BATEE,SUKA MAKMUR,ACEH BESAR,23361,11
ANEUK GALONG BARO,SUKA MAKMUR,ACEH BESAR,23361,11
ANEUK GALONG TITI,SUKA MAKMUR,ACEH BESAR,23361,11
ANEUK GLEE,INDRAPURI,ACEH BESAR,23363,11
ANEUK LAOT,SUKAKARYA,SABANG,23514,11
ANGAN,DARUSSALAM,ACEH BESAR,23373,11
ANGKEO,TEUPAH BARAT,SIMEULUE,23892,11
ANKIENG BARAT,SAMALANGA,BIREUEN,24264,11
ANOI ITAM,SUKAJAYA,SABANG,23524,11
ANTARA,LINGE,ACEH TENGAH,24563,11
ANTONG,PANTON REU,ACEH BARAT,23681,11
APHA,LABUHAN HAJI,ACEH SELATAN,23761,11
ARA (MEUNASAH ARA),SYAMTALIRA ARON,ACEH UTARA,24381,11
ARA AB (MEUNASAH ARA),LHOKSUKON,ACEH UTARA,24382,11
ARA BUNGKOK,MILA,PIDIE,24163,11
ARA BUNGONG,PEUDADA,BIREUEN,24262,11
ARA KUNDO,SIMPANG ULIM,ACEH TIMUR,24458,11
ARA LIPEH,MAKMUR,BIREUEN,24357,11
ARA LKOKSUKON SELATAN,COT GIREK,ACEH UTARA,24352,11
ARA TONTON MONCRANG,PIRAK TIMUR,ACEH UTARA,24386,11
ARA,BANDAR BARU,PIDIE JAYA,24184,11
ARA,KEMBANG TANJONG (TANJUNG),PIDIE,24182,11
ARAFAH,SAMA DUA,ACEH SELATAN,23752,11
ARAMIYAH,BIREM BAYEUN,ACEH TIMUR,24452,11
ARAS SEMBILAN,BANDAR PUSAKA,ACEH TAMIANG,24478,11
ARON ASAN KUMBANG,KEMBANG TANJONG (TANJUNG),PIDIE,24182,11
ARON BAROH,WOYLA,ACEH BARAT,23654,11
ARON BEUNOT,PADANG TIJI,PIDIE,24161,11
ARON GLUMPANG VII,MATANGKULI,ACEH UTARA,24386,11
ARON KUTA BARO,KEMBANG TANJONG (TANJUNG),PIDIE,24182,11
ARON PIRAK,MATANGKULI,ACEH UTARA,24386,11
ARON TUNONG,WOYLA,ACEH BARAT,23654,11
ARON,BATEE,PIDIE,24152,11
ARON,KUTA BARO,ACEH BESAR,23372,11
ARON / ARUN TUNGGAI,MEUKEK,ACEH SELATAN,23754,11
ARONGAN LISE,BAKTIYA,ACEH UTARA,24392,11
ARONGAN LT,LHOKSUKON,ACEH UTARA,24382,11
ARONGAN,ARONGAN LAMBALEK,ACEH BARAT,23652,11
ARONGAN,DARUL HIKMAH,ACEH JAYA,23656,11
ARONGAN,KUALA PESISIR,NAGAN RAYA,23661,11
ARONGAN,SIMPANG MAMPLAM,BIREUEN,24251,11
ARUL BADAK,PEGASING,ACEH TENGAH,24561,11
ARUL CINCIN,PINTU RIME GAYO,BENER MERIAH,24553,11
ARUL DURIN,SERBA JADI,ACEH TIMUR,24461,11
ARUL GADING,CELALA,ACEH TENGAH,24562,11
ARUL GADING,PINTU RIME GAYO,BENER MERIAH,24553,11
ARUL GELE,SILIH NARA,ACEH TENGAH,24562,11
ARUL ITEM,LINGE,ACEH TENGAH,24563,11
ARUL KUMER BARAT,SILIH NARA,ACEH TENGAH,24562,11
ARUL KUMER SELATAN,SILIH NARA,ACEH TENGAH,24562,11
ARUL KUMER TIMUR,SILIH NARA,ACEH TENGAH,24562,11
ARUL KUMER,SILIH NARA,ACEH TENGAH,24562,11
ARUL LATONG,BIES,ACEH TENGAH,24561,11
ARUL PERTIK,RUSIP ANTARA,ACEH TENGAH,24562,11
ARUL PINANG,PEUNARON,ACEH TIMUR,24461,11
ARUL PUTIH,SILIH NARA,ACEH TENGAH,24562,11
ARUL RELEM,SILIH NARA,ACEH TENGAH,24562,11
ARUSAN,KEMBANG TANJONG (TANJUNG),PIDIE,24182,11
ASAM PEUTEK,LANGSA LAMA,LANGSA,24416,11
ASAN BIDEUN,PEUSANGAN,BIREUEN,24261,11
ASAN KAREUNG,BLANG MANGAT,LHOKSEUMAWE,24375,11
ASAN KRUENG KREH,PIRAK TIMUR,ACEH UTARA,24386,11
ASAN KUMBANG,BANDAR DUA,PIDIE JAYA,24188,11
ASAN NICAH,KEUMALA,PIDIE,24165,11
ASAN RAMPAK,PEUDAWA,ACEH TIMUR,24454,11
ASAN SEULEUMAK,PAYA BAKONG,ACEH UTARA,24386,11
ASAN TANJONG,NURUSSALAM,ACEH TIMUR,24456,11
ASAN TUMPEUDENG,TITEUE,PIDIE,24165,11
ASAN,KEMBANG TANJONG (TANJUNG),PIDIE,24182,11
ASANTOLA,PULAU BANYAK BARAT,ACEH SINGKIL,24791,11
ASIR-ASIR ASIA,LUT TAWAR,ACEH TENGAH,24512,11
ASIR-ASIR,LUT TAWAR,ACEH TENGAH,24513,11
ASOE NANGGROE (ASO NANGGRO),JEUMPA,ACEH BARAT DAYA,23764,11
ASOI NANGGRO,MEURAXA,BANDA ACEH,23234,11
ATANG JUNGKET,BIES,ACEH TENGAH,24561,11
ATEUK ANGGOK,INGIN JAYA,ACEH BESAR,23371,11
ATEUK BLANG ASAN,SIMPANG TIGA,ACEH BESAR,23371,11
ATEUK CUT,SIMPANG TIGA,ACEH BESAR,23371,11
ATEUK DEAH TANOH,BAITURRAHMAN,BANDA ACEH,23244,11
ATEUK JAWO,BAITURRAHMAN,BANDA ACEH,23245,11
ATEUK LAM PUOT,SIMPANG TIGA,ACEH BESAR,23371,11
ATEUK LAM URA,SIMPANG TIGA,ACEH BESAR,23371,11
ATEUK LAMPHANG,SIMPANG TIGA,ACEH BESAR,23371,11
ATEUK LUENG IE,INGIN JAYA,ACEH BESAR,23371,11
ATEUK MON PANAH,SIMPANG TIGA,ACEH BESAR,23371,11
ATEUK MUNJENG,BAITURRAHMAN,BANDA ACEH,23244,11
ATEUK PAHLAWAN,BAITURRAHMAN,BANDA ACEH,23241,11
ATEUK PAYA,LHOKNGA (LHO\NGA),ACEH BESAR,23353,11
ATEUK,SEULIMEUM,ACEH BESAR,23951,11
ATONG,MANTASIEK (MONTASIK),ACEH BESAR,23362,11
ATU GAJAH REJE GURU,BEBESEN,ACEH TENGAH,24552,11
ATU GOGOP,KUTE PANANG,ACEH TENGAH,24568,11
ATU KAPUR,PANTAN CUACA,GAYO LUES,24654,11
ATU LINTANG,ATU LINTANG,ACEH TENGAH,24563,11
ATU PAYUNG,BINTANG,ACEH TENGAH,24571,11
ATU SINGKIH,RUSIP ANTARA,ACEH TENGAH,24562,11
ATU TULU,BEBESEN,ACEH TENGAH,24552,11
AUNAN SEPAKAT,KETAMBE,ACEH TENGGARA,24652,11
AUR PEULUMAT,LABUHAN HAJI TIMUR,ACEH SELATAN,23758,11
AWE GEUTAH PAYA,PEUSANGAN SIBLAH KRUENG,BIREUEN,24261,11
AWE GEUTAH,PEUSANGAN SIBLAH KRUENG,BIREUEN,24261,11
AWE KECIL,TEUPAH BARAT,SIMEULUE,23892,11
AWE SEUBAL,TEUPAH BARAT,SIMEULUE,23892,11
AWEE,BATEE,PIDIE,24152,11
AWEE,KOTA JANTHO,ACEH BESAR,23917,11
AYON,SEULIMEUM,ACEH BESAR,23951,11
AYU ARA,PERMATA,BENER MERIAH,24582,11
BABAH BULOH,SAWANG,ACEH UTARA,24377,11
BABAH CEUPAN,KEUDE PANGA,ACEH JAYA,23653,11
BABAH DUA,DARUL HIKMAH,ACEH JAYA,23656,11
BABAH DUA,INDRA JAYA,ACEH JAYA,23657,11
BABAH DUA,TADU RAYA,NAGAN RAYA,23661,11
BABAH GEUDUBANG,LHOKSUKON,ACEH UTARA,24382,11
BABAH IE,JAYA,ACEH JAYA,23657,11
BABAH ISEUNG,PANTE CEUREUMEN (PANTAI CEUREMEN),ACEH BARAT,23681,11
BABAH JURONG,KEMBANG TANJONG (TANJUNG),PIDIE,24182,11
BABAH JURONG,KUTA BARO,ACEH BESAR,23372,11
BABAH JURONG,KUTA BLANG,BIREUEN,24356,11
BABAH JURONG,MILA,PIDIE,24163,11
BABAH KRUENG MANGGIE,PANTON REU,ACEH BARAT,23681,11
BABAH KRUENG TEKLEP,PANTE CEUREUMEN (PANTAI CEUREMEN),ACEH BARAT,23681,11
BABAH KRUENG,BANDAR DUA,PIDIE JAYA,24188,11
BABAH KRUENG,BEUTONG,NAGAN RAYA,23672,11
BABAH KRUENG,JAYA,ACEH JAYA,23657,11
BABAH KRUENG,PEUREULAK TIMUR,ACEH TIMUR,24453,11
BABAH KRUENG,SAWANG,ACEH UTARA,24377,11
BABAH LUENG,KUTA MAKMUR,ACEH UTARA,24371,11
BABAH LUENG,PANTE CEUREUMEN (PANTAI CEUREMEN),ACEH BARAT,23681,11
BABAH LUENG,TRIPA MAKMUR,NAGAN RAYA,23662,11
BABAH MEULABOH,KAWAY XVI,ACEH BARAT,23681,11
BABAH NIPAH,SAMPOINIET,ACEH JAYA,23656,11
BABAH ROT,TADU RAYA,NAGAN RAYA,23661,11
BABAH SUAK,BEUTONG ATEUH BANGGALANG,NAGAN RAYA,23672,11
BABAH SUAK,KUTA BLANG,BIREUEN,24356,11
BABO,BANDAR PUSAKA,ACEH TAMIANG,24478,11
BABUL MAKMUR,SIMEULEU BARAT,SIMEULUE,23892,11
BABUSSALAM,BAKTIYA,ACEH UTARA,24392,11
BABUSSALAM,BUKIT,BENER MERIAH,24581,11
BABUSSALAM,TELUK DALAM,SIMEULUE,23891,11
BACANG,BLANG KEJEREN,GAYO LUES,24655,11
BADA BARAT,JANGKA,BIREUEN,24261,11
BADA TIMUR,JANGKA,BIREUEN,24261,11
