urban,sub_district,city,postal_code,province_code
BATU TANGGA,BATANG ALAI TIMUR,HULU SUNGAI TENGAH,71382,63
BATU TUNAU,PULAU LAUT TIMUR,KOTABARU,72152,63
BATU TUNGGAL,HANTAKAN,HULU SUNGAI TENGAH,71372,63
BATU TUNGKU,PANYIPATAN,TANAH LAUT,70871,63
BATUAH,KUSAN HILIR,TANAH BUMBU,72273,63
BATUAH,PAMUKAN BARAT,KOTABARU,72169,63
BATUAH,PULAU LAUT UTARA,KOTABARU,72112,63
BATULICIN IRIGASI,KARANG BINTANG,TANAH BUMBU,72211,63
BATULICIN,BATULICIN,TANAH BUMBU,72271,63
BATUNG,PIANI,TAPIN,71191,63
BAULIN,CANDI LARAS SELATAN,TAPIN,71162,63
BAWAH LAYUNG,KURAU,TANAH LAUT,70853,63
BAWAHAN PASAR,MATARAMAN,BANJAR,70672,63
BAWAHAN SEBERANG,MATARAMAN,BANJAR,70672,63
BAWAHAN SELAN,MATARAMAN,BANJAR,70672,63
BAYAN SARI,ANGSANA,TANAH BUMBU,72275,63
BAYANAN,DAHA SELATAN,HULU SUNGAI SELATAN,71252,63
BAYUR,HAUR GADING,HULU SUNGAI UTARA,71471,63
BEKAMBIT ASRI,PULAU LAUT TIMUR,KOTABARU,72152,63
BEKAMBIT,PULAU LAUT TIMUR,KOTABARU,72152,63
BELAH PAIKAT,DAHA UTARA,HULU SUNGAI SELATAN,71253,63
BELANDEAN MUARA,ALALAK,BARITO KUALA,70582,63
BELANDEAN,ALALAK,BARITO KUALA,70582,63
BELANGIAN,ARANIO,BANJAR,70671,63
BELAWANG,BELAWANG,BARITO KUALA,70563,63
BELAYUNG BARU,KERTAK HANYAR,BANJAR,70654,63
BELIMBING BARU,SEI / SUNGAI PINANG,BANJAR,70675,63
BELIMBING LAMA,SEI / SUNGAI PINANG,BANJAR,70675,63
BELIMBING RAYA,MURUNG PUDAK,TABALONG,71571,63
BELIMBING,MURUNG PUDAK,TABALONG,71571,63
BELITUNG SELATAN,BANJARMASIN BARAT,BANJARMASIN,70116,63
BELITUNG UTARA,BANJARMASIN BARAT,BANJARMASIN,70116,63
BENAWA TENGAH,BARABAI,HULU SUNGAI TENGAH,71315,63
BENTENG,PENGARON,BANJAR,70674,63
BENTOK DARAT,BATI-BATI,TANAH LAUT,70852,63
BENTOK KAMPUNG,BATI-BATI,TANAH LAUT,70852,63
BENUA ANYAR,BAKUMPAI,BARITO KUALA,70513,63
BENUA ANYAR,BANJARMASIN TIMUR,BANJARMASIN,70239,63
BENUA ANYAR,SIMPANG EMPAT,BANJAR,70673,63
BENUA HANYAR (BANUA HANYAR),KERTAK HANYAR,BANJAR,70654,63
BENUA KEPAYANG,LABUAN AMAS SELATAN,HULU SUNGAI TENGAH,71361,63
BENUA LAWAS,TAKISUNG,TANAH LAUT,70861,63
BENUA RANTAU,BANUA LAWAS,TABALONG,71553,63
BENUA RIAM,ARANIO,BANJAR,70671,63
BENUA TENGAH,TAKISUNG,TANAH LAUT,70861,63
BEPARA,PAMUKAN UTARA,KOTABARU,72169,63
BERANGAS BARAT,ALALAK,BARITO KUALA,70582,63
BERANGAS TIMUR,ALALAK,BARITO KUALA,70582,63
BERANGAS,ALALAK,BARITO KUALA,70582,63
BERANGAS,PULAU LAUT TIMUR,KOTABARU,72152,63
BERINGIN JAYA,ANJIR MUARA,BARITO KUALA,70564,63
BERINGIN KENCANA,TABUNGANEN,BARITO KUALA,70567,63
BERINGIN,ALALAK,BARITO KUALA,70582,63
BERINGIN,KUSAN HILIR,TANAH BUMBU,72273,63
BERINGIN / BARINGIN,BANJANG,HULU SUNGAI UTARA,71416,63
BERKAT MULYA,SIMPANG EMPAT,BANJAR,70673,63
BERSUJUD,SIMPANG EMPAT,TANAH BUMBU,72213,63
BETUNG,KUSAN HILIR,TANAH BUMBU,72273,63
BETUNG,PAMUKAN UTARA,KOTABARU,72169,63
BETUNG,PULAU LAUT TIMUR,KOTABARU,72152,63
BIDURI BERSUJUD,SUNGAI LOBAN,TANAH BUMBU,72274,63
BIHARA HILIR,AWAYAN,BALANGAN,71664,63
BIHARA,AWAYAN,BALANGAN,71664,63
BIIH,KARANG INTAN,BANJAR,70661,63
BILAS,UPAU,TABALONG,71575,63
BINAAN BARU,BELAWANG,BARITO KUALA,70563,63
BINAWARA,KUSAN HULU,TANAH BUMBU,72272,63
BINCAU MUARA,MARTAPURA KOTA,BANJAR,70619,63
BINCAU,MARTAPURA KOTA,BANJAR,70619,63
BINDERANG,LOKPAIKAT,TAPIN,71154,63
BINGKULU,TAMBANG ULANG,TANAH LAUT,70854,63
BINJAI PEMANGKIH,LABUAN AMAS UTARA,HULU SUNGAI TENGAH,71362,63
BINJAI PIRUA,LABUAN AMAS UTARA,HULU SUNGAI TENGAH,71362,63
BINJAI PUNGGAL,HALONG,BALANGAN,71666,63
BINJAI,MUARA UYA,TABALONG,71573,63
BINJAI,PARINGIN SELATAN,BALANGAN,71662,63
BINJU,HALONG,BALANGAN,71666,63
BINTANG ARA,BINTANG ARA,TABALONG,71572,63
BINTURU,KELUA (KLUA),TABALONG,71552,63
BINTURUNG,PAMUKAN UTARA,KOTABARU,72169,63
BINUANG SANTANG,HALONG,BALANGAN,71666,63
BINUANG,BINUANG,TAPIN,71183,63
BIRAYANG SURAPATI,BATANG ALAI SELATAN,HULU SUNGAI TENGAH,71381,63
BIRAYANG TIMUR,BATANG ALAI SELATAN,HULU SUNGAI TENGAH,71381,63
BIRAYANG,BATANG ALAI SELATAN,HULU SUNGAI TENGAH,71381,63
BITAHAN BARU,LOKPAIKAT,TAPIN,71154,63
BITAHAN,LOKPAIKAT,TAPIN,71154,63
BITIN,DANAU PANGGANG,HULU SUNGAI UTARA,71453,63
BLURU,BATU AMPAR,TANAH LAUT,70882,63
BONGKANG,HARUAI,TABALONG,71572,63
BUAS BUAS HILIR,CANDI LARAS UTARA,TAPIN,71171,63
BUAS BUAS,CANDI LARAS UTARA,TAPIN,71171,63
BUDI MULYA,LOKPAIKAT,TAPIN,71154,63
BUKAT,BARABAI,HULU SUNGAI TENGAH,71315,63
BUKIT BARU,SATUI,TANAH BUMBU,72275,63
BUKIT MULIA,KINTAP,TANAH LAUT,70883,63
BULAYAK,HANTAKAN,HULU SUNGAI TENGAH,71372,63
BULU REJO,MANTEWE,TANAH BUMBU,72211,63
BULUAN,PANDAWAN,HULU SUNGAI TENGAH,71352,63
BULUH KUNING,SUNGAI DURIAN,KOTABARU,72167,63
BUMI ASIH,KELUMPANG SELATAN,KOTABARU,72161,63
BUMI ASIH,PANYIPATAN,TANAH LAUT,70871,63
BUMI BARKAT,SUNGAI RAYA,HULU SUNGAI SELATAN,71271,63
BUMI HARAPAN,BUMI MAKMUR,TANAH LAUT,70853,63
BUMI JAYA,PELAIHARI,TANAH LAUT,70815,63
BUMI MAKMUR,BINTANG ARA,TABALONG,71572,63
BUNATI,ANGSANA,TANAH BUMBU,72275,63
BUNDUNG,BAKARANGAN,TAPIN,71152,63
BUNGIN,BANUA LAWAS,TABALONG,71553,63
BUNGIN,PARINGIN SELATAN,BALANGAN,71617,63
BUNGKUKAN,KELUMPANG BARAT,KOTABARU,72164,63
BUNGLAI,ARANIO,BANJAR,70671,63
BUNGUR BARU,BUNGUR,TAPIN,71153,63
BUNGUR,BATU MANDI,BALANGAN,71663,63
BUNGUR,BUNGUR,TAPIN,71153,63
BUNI IN JAYA,PIANI,TAPIN,71191,63
BUNIPAH,ALUH-ALUH,BANJAR,70655,63
BUNTU KARAU,JUAI,BALANGAN,71665,63
BUNTUT PILANDUK,HALONG,BALANGAN,71666,63
BURAKAI,HATUNGUN,TAPIN,71184,63
BURUM,BINTANG ARA,TABALONG,71572,63
CABI,SIMPANG EMPAT,BANJAR,70673,63
CAHAYA BARU,JEJANGKIT,BARITO KUALA,70581,63
CAKRU,AMUNTAI UTARA,HULU SUNGAI UTARA,71471,63
CANDI LARAS,CANDI LARAS SELATAN,TAPIN,71162,63
CANGKERING,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
CANTUNG KANAN,HAMPANG,KOTABARU,72163,63
CANTUNG KIRI HILIR,KELUMPANG HULU,KOTABARU,72162,63
CANTUNG KIRI HULU,HAMPANG,KOTABARU,72163,63
CATUR KARYA,HARUAI,TABALONG,71572,63
CEMPAKA,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
CEMPAKA,CEMPAKA,BANJARBARU,70733,63
CEMPAKA,TAPIN SELATAN,TAPIN,71181,63
CINDAI ALUS,MARTAPURA KOTA,BANJAR,70612,63
CINTA PURI,SIMPANG EMPAT,BANJAR,70673,63
CUKAN LIPAI,BATANG ALAI SELATAN,HULU SUNGAI TENGAH,71381,63
DADAP KUSAN RAYA,KUSAN HULU,TANAH BUMBU,72272,63
DAHAI,PARINGIN,BALANGAN,71662,63
DALAM PAGAR ULU,MARTAPURA TIMUR,BANJAR,70617,63
DALAM PAGAR,MARTAPURA TIMUR,BANJAR,70617,63
DAMAR INDAH,SUNGAI LOBAN,TANAH BUMBU,72274,63
DAMAR LIMA,BATU AMPAR,TANAH LAUT,70882,63
DAMBUNG (RAYA),BINTANG ARA,TABALONG,71572,63
DAMIT HULU,BATU AMPAR,TANAH LAUT,70882,63
DAMIT,BATU AMPAR,TANAH LAUT,70882,63
DAMSARI,TAMBAN,BARITO KUALA,70566,63
DANAU CARAMIN,AMUNTAI TENGAH,HULU SUNGAI UTARA,71419,63
DANAU INDAH,BATULICIN,TANAH BUMBU,72273,63
DANAU KARYA,ANJIR PASAR,BARITO KUALA,70565,63
DANAU PANGGANG,DANAU PANGGANG,HULU SUNGAI UTARA,71453,63
DANAU SALAK,ASTAMBUL,BANJAR,70671,63
DANAU TERATE / TERATI,BANJANG,HULU SUNGAI UTARA,71416,63
DANDA JAYA,RANTAU BADAUH,BARITO KUALA,70561,63
DANGU,BATANG ALAI UTARA,HULU SUNGAI TENGAH,71391,63
DARASAN BINJAI (DERASAN BINJAI),KUSAN HULU,TANAH BUMBU,72272,63
DARUSSALAM,DANAU PANGGANG,HULU SUNGAI UTARA,71453,63
DATAR AJAB,HANTAKAN,HULU SUNGAI TENGAH,71372,63
DATAR BATUNG,BATANG ALAI TIMUR,HULU SUNGAI TENGAH,71382,63
DATU KUNING,AMUNTAI TENGAH,HULU SUNGAI UTARA,71419,63
DAYAK PITAP,TEBING TINGGI,BALANGAN,71664,63
DIRGAHAYU,PULAU LAUT UTARA,KOTABARU,72116,63
DUKUH REJO,MANTEWE,TANAH BUMBU,72211,63
DURIAN BUNGKUK,BATU AMPAR,TANAH LAUT,70882,63
DURIAN GANTANG,LABUAN AMAS SELATAN,HULU SUNGAI TENGAH,71361,63
DURIAN RABUNG,PADANG BATUNG,HULU SUNGAI SELATAN,71281,63
DWI MARGA UTAMA,SUNGAI LOBAN,TANAH BUMBU,72274,63
DWI PASARI,WANARAYA,BARITO KUALA,70562,63
EMIL BARU,MANTEWE,TANAH BUMBU,72211,63
GADANG,BANJARMASIN TENGAH,BANJARMASIN,70231,63
GADUNG KARAMAT,BAKARANGAN,TAPIN,71152,63
GADUNG,BAKARANGAN,TAPIN,71152,63
GALAGAH HULU,SUNGAI TABUKAN,HULU SUNGAI UTARA,71455,63
GALAGAH,SUNGAI TABUKAN,HULU SUNGAI UTARA,71455,63
GALAM,BAJUIN,TANAH LAUT,70815,63
GALUMBANG (GALOMBANG),PARINGIN SELATAN,BALANGAN,71662,63
GALUMBANG,JUAI,BALANGAN,71665,63
GAMBAH DALAM BARAT,KANDANGAN,HULU SUNGAI SELATAN,71215,63
GAMBAH DALAM,KANDANGAN,HULU SUNGAI SELATAN,71215,63
GAMBAH LUAR MUKA,KANDANGAN,HULU SUNGAI SELATAN,71216,63
GAMBAH LUAR,KANDANGAN,HULU SUNGAI SELATAN,71216,63
GAMBAH,BARABAI,HULU SUNGAI TENGAH,71315,63
GAMBUT BARAT,GAMBUT,BANJAR,70652,63
GAMBUT,GAMBUT,BANJAR,70652,63
GAMPA RAYA,SUNGAI TABUKAN,HULU SUNGAI UTARA,71455,63
GANDARAYA,ANJIR PASAR,BARITO KUALA,70565,63
GANDARIA,ANJIR PASAR,BARITO KUALA,70565,63
GARAGATA,JARO,TABALONG,71574,63
GARIS HANYAR,SIMPANG EMPAT,BANJAR,70673,63
GARUNGGANG,BANJANG,HULU SUNGAI UTARA,71416,63
GARUNGGANG,SIMPUR,HULU SUNGAI SELATAN,71261,63
GARUNGGUNG,TANJUNG,TABALONG,71515,63
GEDAMBAAN,PULAU LAUT UTARA,KOTABARU,72114,63
GEMURUH,PULAU LAUT BARAT,KOTABARU,72153,63
GENDANG TIMBURU,SUNGAI DURIAN,KOTABARU,72167,63
GERONGGANG,KELUMPANG TENGAH,KOTABARU,72164,63
GIRI MULYA,KURANJI,TANAH BUMBU,72272,63
GOSONG PANJANG,PULAU LAUT TANJUNG SELAYAR,KOTABARU,72153,63
GUDANG HIRANG,SEI / SUNGAI TABUK,BANJAR,70653,63
GUDANG TENGAH,SEI / SUNGAI TABUK,BANJAR,70653,63
GUHA,BATU MANDI,BALANGAN,71663,63
GUHA,LABUAN AMAS SELATAN,HULU SUNGAI TENGAH,71361,63
GULINGGANG,JUAI,BALANGAN,71665,63
GUMBIL,TELAGA LANGSAT,HULU SUNGAI SELATAN,71292,63
GUNTUNG BESAR,PELAIHARI,TANAH LAUT,70815,63
GUNTUNG MANGGIS,LANDASAN ULIN,BANJARBARU,70724,63
GUNTUNG PAIKAT,BANJAR BARU SELATAN,BANJARBARU,70713,63
GUNTUNG PAPUYU,GAMBUT,BANJAR,70652,63
GUNTUNG PAYUNG,LANDASAN ULIN,BANJARBARU,70721,63
GUNTUNG UJUNG,GAMBUT,BANJAR,70652,63
GUNTUNG,AMUNTAI UTARA,HULU SUNGAI UTARA,71471,63
GUNTUNG,KUSAN HULU,TANAH BUMBU,72272,63
GUNUNG ANTASARI,SIMPANG EMPAT,TANAH BUMBU,72213,63
GUNUNG BATU BESAR,SAMPANAHAN,KOTABARU,72166,63
GUNUNG BATU,BINUANG,TAPIN,71183,63
GUNUNG BATU,SAMBUNG MAKMUR,BANJAR,70674,63
GUNUNG BATU,TEBING TINGGI,BALANGAN,71664,63
GUNUNG BESAR,SIMPANG EMPAT,TANAH BUMBU,72213,63
GUNUNG CALANG,PAMUKAN SELATAN,KOTABARU,72168,63
GUNUNG HATALAU MERATUS RAYA,MANTEWE,TANAH BUMBU,72211,63
GUNUNG MAKMUR,TAKISUNG,TANAH LAUT,70861,63
GUNUNG MANAU,BATU MANDI,BALANGAN,71663,63
GUNUNG MAS,BATU AMPAR,TANAH LAUT,70882,63
GUNUNG MELATI,BATU AMPAR,TANAH LAUT,70882,63
GUNUNG RAJA,TAMBANG ULANG,TANAH LAUT,70854,63
GUNUNG RAYA,MANTEWE,TANAH BUMBU,72211,63
GUNUNG RIUT,HALONG,BALANGAN,71666,63
GUNUNG SARI,PULAU LAUT UTARA,KOTABARU,72114,63
GUNUNG ULIN,MATARAMAN,BANJAR,70672,63
GUNUNG ULIN,PULAU LAUT UTARA,KOTABARU,72114,63
GUSUNGNGE,KUSAN HILIR,TANAH BUMBU,72273,63
HA UWAI,HALONG,BALANGAN,71666,63
HABAU HULU,BANUA LAWAS,TABALONG,71553,63
HABAU,BANUA LAWAS,TABALONG,71553,63
HABIRAU TENGAH,DAHA SELATAN,HULU SUNGAI SELATAN,71252,63
HABIRAU,DAHA SELATAN,HULU SUNGAI SELATAN,71252,63
HAKIM MAKMUR,SEI / SUNGAI PINANG,BANJAR,70675,63
HAKURUNG,DAHA UTARA,HULU SUNGAI SELATAN,71253,63
HALANGAN,PUGAAN,TABALONG,71554,63
HALIAU,BATU BENAWA,HULU SUNGAI TENGAH,71371,63
HALONG,HALONG,BALANGAN,71666,63
HALONG,HARUAI,TABALONG,71572,63
HALUBAU UTARA,PARINGIN SELATAN,BALANGAN,71662,63
HALUBAU,PARINGIN SELATAN,BALANGAN,71662,63
HALUNUK,LOKSADO,HULU SUNGAI SELATAN,71282,63
HAMAK TIMUR,TELAGA LANGSAT,HULU SUNGAI SELATAN,71292,63
HAMAK UTARA,TELAGA LANGSAT,HULU SUNGAI SELATAN,71292,63
HAMAK,TELAGA LANGSAT,HULU SUNGAI SELATAN,71292,63
HAMALAU,SUNGAI RAYA,HULU SUNGAI SELATAN,71271,63
HAMARUNG,JUAI,BALANGAN,71665,63
HAMAYUNG UTARA,DAHA UTARA,HULU SUNGAI SELATAN,71253,63
HAMAYUNG,DAHA UTARA,HULU SUNGAI SELATAN,71253,63
HAMBUKU BARU,BABIRIK,HULU SUNGAI UTARA,71454,63
HAMBUKU HILIR,BABIRIK,HULU SUNGAI UTARA,71454,63
HAMBUKU HULU,SUNGAI PANDAN,HULU SUNGAI UTARA,71455,63
HAMBUKU LIMA,BABIRIK,HULU SUNGAI UTARA,71454,63
HAMBUKU PASAR,SUNGAI PANDAN,HULU SUNGAI UTARA,71455,63
HAMBUKU RAYA,SUNGAI PANDAN,HULU SUNGAI UTARA,71455,63
HAMBUKU TENGAH,SUNGAI PANDAN,HULU SUNGAI UTARA,71455,63
HAMPANG,HAMPANG,KOTABARU,72163,63
HAMPARAYA,BATU MANDI,BALANGAN,71663,63
HANDIL BABIRIK,BUMI MAKMUR,TANAH LAUT,70853,63
HANDIL BAKTI,ALALAK,BARITO KUALA,70582,63
HANDIL BARABAI,BARAMBAI,BARITO KUALA,70562,63
HANDIL BARU,ALUH-ALUH,BANJAR,70655,63
HANDIL BIRAYANG ATAS,BUMI MAKMUR,TANAH LAUT,70853,63
HANDIL BIRAYANG BAWAH,BUMI MAKMUR,TANAH LAUT,70853,63
HANDIL BUJUR,ALUH-ALUH,BANJAR,70655,63
HANDIL GAYAM,BUMI MAKMUR,TANAH LAUT,70853,63
HANDIL LABUAN (AMAS),BUMI MAKMUR,TANAH LAUT,70853,63
HANDIL MALUKA,BUMI MAKMUR,TANAH LAUT,70853,63
HANDIL NEGARA,KURAU,TANAH LAUT,70853,63
HANDIL PURAI,BERUNTUNG BARU,BANJAR,70655,63
HANDIL SURUK,BUMI MAKMUR,TANAH LAUT,70853,63
HANGUI,BUNGUR,TAPIN,71153,63
HANTAKAN,HANTAKAN,HULU SUNGAI TENGAH,71372,63
HAPALAH,BANUA LAWAS,TABALONG,71553,63
HAPINGIN,BATANG ALAI UTARA,HULU SUNGAI TENGAH,71391,63
HAPULANG,HARUYAN,HULU SUNGAI TENGAH,71363,63
HARAKIT,PIANI,TAPIN,71191,63
HARAPAN BARU,PAMUKAN UTARA,KOTABARU,72169,63
HARAPAN JAYA,KUSAN HULU,TANAH BUMBU,72272,63
HARAPAN MAJU,KARANG BINTANG,TANAH BUMBU,72211,63
HARAPAN MASA,TAPIN SELATAN,TAPIN,71181,63
HARATAI,LOKSADO,HULU SUNGAI SELATAN,71282,63
HARIANG,BANUA LAWAS,TABALONG,71553,63
HARITI,SUNGAI RAYA,HULU SUNGAI SELATAN,71271,63
HARUS,AMUNTAI TENGAH,HULU SUNGAI UTARA,71419,63
HARUS,MUARA HARUS,TABALONG,71555,63
HARUSAN TELAGA,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
HARUSAN,AMUNTAI TENGAH,HULU SUNGAI UTARA,71419,63
HARUYAN DAYAK,HANTAKAN,HULU SUNGAI TENGAH,71372,63
HARUYAN SEBERANG,HARUYAN,HULU SUNGAI TENGAH,71363,63
HARUYAN,HARUYAN,HULU SUNGAI TENGAH,71363,63
HATI IF,KUSAN HULU,TANAH BUMBU,72272,63
HATIWIN,TAPIN SELATAN,TAPIN,71181,63
HATUNGUN,HATUNGUN,TAPIN,71184,63
HAUR GADING,BATANG ALAI UTARA,HULU SUNGAI TENGAH,71391,63
HAUR GADING,HAUR GADING,HULU SUNGAI UTARA,71471,63
HAUR KUNING,BERUNTUNG BARU,BANJAR,70655,63
HAWANG,LIMPASU,HULU SUNGAI TENGAH,71391,63
HAYUP,HARUAI,TABALONG,71572,63
HEGAR MANAH,BINTANG ARA,TABALONG,71572,63
HIKUN,TANJUNG,TABALONG,71515,63
HILIR BANUA,PANDAWAN,HULU SUNGAI TENGAH,71352,63
HILIR MESJID,ANJIR PASAR,BARITO KUALA,70565,63
HILIR MESJID,SUNGAI TABUKAN,HULU SUNGAI UTARA,71455,63
HILIR MUARA,PULAU LAUT UTARA,KOTABARU,72111,63
HILIR PASAR,LAMPIHONG,BALANGAN,71661,63
HINAS KANAN,HANTAKAN,HULU SUNGAI TENGAH,71372,63
HINAS KIRI,BATANG ALAI TIMUR,HULU SUNGAI TENGAH,71382,63
HIYUNG,TAPIN TENGAH,TAPIN,71161,63
HUJAN MAS,PARINGIN,BALANGAN,71662,63
HUKAI,JUAI,BALANGAN,71665,63
HULU BANYU,LOKSADO,HULU SUNGAI SELATAN,71282,63
HULU PASAR,AMUNTAI TENGAH,HULU SUNGAI UTARA,71412,63
HULU RASAU,PANDAWAN,HULU SUNGAI TENGAH,71352,63
HULU SAMPANAHAN,HAMPANG,KOTABARU,72163,63
IDA MANGGALA,SUNGAI RAYA,HULU SUNGAI SELATAN,71271,63
ILIR MESJID,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
ILUNG PASAR LAMA,BATANG ALAI UTARA,HULU SUNGAI TENGAH,71391,63
ILUNG TENGAH,BATANG ALAI UTARA,HULU SUNGAI TENGAH,71391,63
ILUNG,BATANG ALAI UTARA,HULU SUNGAI TENGAH,71391,63
INAN,PARINGIN SELATAN,BALANGAN,71662,63
INDAH SARI,MEKAR SARI,BARITO KUALA,70568,63
INDRA LOKA JAYA,KURANJI,TANAH BUMBU,72274,63
INDRA SARI,MARTAPURA KOTA,BANJAR,70619,63
JALAN LURUS,SUNGAI PANDAN,HULU SUNGAI UTARA,71455,63
JALATANG,PADANG BATUNG,HULU SUNGAI SELATAN,71281,63
JAMBU BARU,KURIPAN,BARITO KUALA,70552,63
JAMBU BURUNG,BERUNTUNG BARU,BANJAR,70655,63
JAMBU HILIR,KANDANGAN,HULU SUNGAI SELATAN,71214,63
JAMBU HULU,PADANG BATUNG,HULU SUNGAI SELATAN,71281,63
JAMBU RAYA,BERUNTUNG BARU,BANJAR,70655,63
JAMBU,KURIPAN,BARITO KUALA,70552,63
JAMIL,LABUAN AMAS SELATAN,HULU SUNGAI TENGAH,71361,63
JANGKUNG,TANJUNG,TABALONG,71512,63
JARANG KUANTAN,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
JARANIH,PANDAWAN,HULU SUNGAI TENGAH,71352,63
JARENANG,KURIPAN,BARITO KUALA,70552,63
JARO,JARO,TABALONG,71574,63
JARUJU LAUT,TATAH MAKMUR,BANJAR,70654,63
JARUJU,TATAH MAKMUR,BANJAR,70654,63
JATI,ASTAMBUL,BANJAR,70671,63
JATUH,PANDAWAN,HULU SUNGAI TENGAH,71352,63
JAWA LAUT,MARTAPURA KOTA,BANJAR,70615,63
JAWA,MARTAPURA KOTA,BANJAR,70614,63
JEJANGKIT BARAT,JEJANGKIT,BARITO KUALA,70581,63
JEJANGKIT MUARA,JEJANGKIT,BARITO KUALA,70581,63
JEJANGKIT PASAR,JEJANGKIT,BARITO KUALA,70581,63
JEJANGKIT TIMUR,JEJANGKIT,BARITO KUALA,70581,63
JELAPAT BARU,TAMBAN,BARITO KUALA,70566,63
JELAPAT I,TAMBAN,BARITO KUALA,70566,63
JELAPAT II,MEKAR SARI,BARITO KUALA,70568,63
JEMBATAN MERAH,PADANG BATUNG,HULU SUNGAI SELATAN,71281,63
JILATAN ALUR,BATU AMPAR,TANAH LAUT,70882,63
JILATAN,BATU AMPAR,TANAH LAUT,70882,63
JIMAMUN,LAMPIHONG,BALANGAN,71661,63
JINGAH BABARIS,TAPIN UTARA,TAPIN,71114,63
JINGAH BUJUR,HAUR GADING,HULU SUNGAI UTARA,71471,63
JINGAH HABANG ILIR,KARANG INTAN,BANJAR,70661,63
JINGAH HABANG ULU,KARANG INTAN,BANJAR,70661,63
JIRAK,PUGAAN,TABALONG,71554,63
JOMBANG,SATUI,TANAH BUMBU,72275,63
JORONG,JORONG,TANAH LAUT,70881,63
JU UH,TEBING TINGGI,BALANGAN,71664,63
JUAI,JUAI,BALANGAN,71665,63
JUAI,TANJUNG,TABALONG,71515,63
JUHU,BATANG ALAI TIMUR,HULU SUNGAI TENGAH,71382,63
JUKU EJA,KUSAN HILIR,TANAH BUMBU,72273,63
JUMBA,AMUNTAI SELATAN,HULU SUNGAI UTARA,71452,63
JUNGKAL,LAMPIHONG,BALANGAN,71661,63
KABANG,LIMPASU,HULU SUNGAI TENGAH,71391,63
KABUAU,KURIPAN,BARITO KUALA,70552,63
KADUNDUNG,LABUAN AMAS UTARA,HULU SUNGAI TENGAH,71362,63
KAHAKAN,BATU BENAWA,HULU SUNGAI TENGAH,71371,63
KAHELAAN,SEI / SUNGAI PINANG,BANJAR,70675,63
KAIT KAIT,BATI-BATI,TANAH LAUT,70852,63
KAIT-KAIT BARU,BATI-BATI,TANAH LAUT,70852,63
KAKARAN,TAPIN UTARA,TAPIN,71114,63
KALAAN,ARANIO,BANJAR,70671,63
KALADAN,CANDI LARAS UTARA,TAPIN,71171,63
KALAHIANG,PARINGIN,BALANGAN,71662,63
KALAMPAYAN ULU,ASTAMBUL,BANJAR,70671,63
KALAMPAYAN,ASTAMBUL,BANJAR,70671,63
KALI BARU,BATU BENAWA,HULU SUNGAI TENGAH,71371,63
KALI BESAR,KURAU,TANAH LAUT,70853,63
KALIAN,PAMUKAN UTARA,KOTABARU,72169,63
KALINTAMUI,BANJANG,HULU SUNGAI UTARA,71416,63
KALIRING,PADANG BATUNG,HULU SUNGAI SELATAN,71281,63
KALIUKAN,ASTAMBUL,BANJAR,70671,63
KALUDAN BESAR,BANJANG,HULU SUNGAI UTARA,71416,63
KALUDAN KECIL,BANJANG,HULU SUNGAI UTARA,71416,63
KALUMPANG (KELUMPANG),KALUMPANG (KELUMPANG),HULU SUNGAI SELATAN,71262,63
KALUMPANG DALAM,BABIRIK,HULU SUNGAI UTARA,71454,63
KALUMPANG LUAR,BABIRIK,HULU SUNGAI UTARA,71454,63
KALUMPANG,BUNGUR,TAPIN,71153,63
KAMAWAKAN,LOKSADO,HULU SUNGAI SELATAN,71282,63
KAMAYAHAN,AMUNTAI UTARA,HULU SUNGAI UTARA,71471,63
KAMBANG HABANG BARU,SALAM BABARIS,TAPIN,71185,63
KAMBANG HABANG LAMA,SALAM BABARIS,TAPIN,71185,63
KAMBANG KUNING,HATUNGUN,TAPIN,71184,63
KAMBAT SELATAN,PANDAWAN,HULU SUNGAI TENGAH,71352,63
KAMBAT UTARA,PANDAWAN,HULU SUNGAI TENGAH,71352,63
KAMBITIN RAYA,TANJUNG,TABALONG,71515,63
KAMBITIN,TANJUNG,TABALONG,71515,63
KAMBIYAIN,TEBING TINGGI,BALANGAN,71664,63
KAMPUNG BARU,BERUNTUNG BARU,BANJAR,70655,63
KAMPUNG BARU,KUSAN HILIR,TANAH BUMBU,72273,63
KAMPUNG BARU,MUARA UYA,TABALONG,71573,63
KAMPUNG BARU,PELAIHARI,TANAH LAUT,70815,63
KAMPUNG BARU,PULAU LAUT TANJUNG SELAYAR,KOTABARU,72153,63
KAMPUNG BARU,SIMPANG EMPAT,TANAH BUMBU,72212,63
KANDANG HALANG,AMUNTAI TENGAH,HULU SUNGAI UTARA,71419,63
KANDANG JAYA,LAMPIHONG,BALANGAN,71661,63
KANDANGAN BARAT,KANDANGAN,HULU SUNGAI SELATAN,71213,63
KANDANGAN BARU,PANYIPATAN,TANAH LAUT,70871,63
KANDANGAN KOTA,KANDANGAN,HULU SUNGAI SELATAN,71211,63
